"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","time_signature","label"
0.534,0.911,9,-2.826,1,0.0441,0.000111,0.000406,0.078,0.681,139.02,234093,4,like
0.779,0.666,5,-7.361,1,0.0482,0.194,0.000556,0.0576,0.507,123.024,161322,4,dislike
0.25,0.144,7,-12.935,1,0.041,0.893,0,0.296,0.243,175.22,211733,3,like
0.541,0.193,0,-11.957,1,0.0433,0.821,0,0.0999,0.533,117.47,211426,3,like
0.66,0.629,5,-12.359,1,0.0387,0.432,7.3e-05,0.172,0.324,111.926,340867,4,like
0.638,0.883,5,-4.273,1,0.0409,0.253,0,0.146,0.913,118.198,169784,4,dislike
0.808,0.717,0,-3.772,1,0.215,0.176,0,0.168,0.668,96.881,238440,4,dislike
0.49,0.193,11,-9.544,1,0.0421,0.862,9.74e-06,0.113,0.184,89.154,189507,4,like
0.576,0.539,9,-7.1,1,0.102,0.59,0,0.256,0.731,102.43,180187,4,like
0.371,0.823,7,-6.766,1,0.0568,0.0246,0,0.0894,0.471,188.055,262080,4,dislike
0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640,3,dislike
0.756,0.905,0,-2.482,1,0.0424,0.094,0,0.183,0.679,112.044,182413,4,dislike
0.389,0.13,2,-22.814,1,0.0367,0.887,0.326,0.086,0.529,83.679,214067,4,like
0.612,0.731,8,-9.147,0,0.165,0.00926,0.846,0.151,0.744,150.005,211200,4,dislike
0.561,0.446,11,-10.237,1,0.0278,0.324,0,0.158,0.557,114.829,204333,4,dislike
0.908,0.928,1,-5.972,1,0.173,0.00146,0.853,0.0532,0.207,128.024,393333,4,dislike
0.8,0.894,6,-7.346,0,0.04,0.0108,0.437,0.0285,0.967,138.48,201840,4,dislike
0.709,0.907,10,-5.063,1,0.0722,0.0388,3.13e-06,0.0873,0.438,127.953,205120,4,like
0.378,0.481,2,-9.102,1,0.132,0.722,0.000185,0.665,0.338,124.462,334653,4,like
0.775,0.613,0,-9.831,1,0.145,0.0413,0,0.5,0.789,103.65,277014,4,dislike
0.528,0.672,8,-6.54,1,0.0316,0.00987,0.000704,0.141,0.467,116.078,210173,4,like
0.21,0.0381,9,-25.335,1,0.0475,0.952,0.00973,0.0787,0.0546,84.434,411520,4,like
0.519,0.764,2,-5.797,1,0.0415,0.398,0.000202,0.0843,0.354,97.012,298187,4,like
0.722,0.658,9,-8.021,0,0.0354,0.42,7.46e-06,0.126,0.735,140.333,204000,4,like
0.268,0.158,4,-16.031,1,0.0381,0.86,1.02e-05,0.0873,0.39,175.85,174013,4,like
0.62,0.13,1,-11.247,1,0.0862,0.936,4.89e-06,0.117,0.157,73.191,201867,4,like
0.874,0.706,1,-5.132,1,0.207,0.182,0,0.334,0.895,89.968,216248,4,dislike
0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,268933,4,dislike
0.338,0.346,9,-10.353,1,0.0319,0.684,0.0251,0.107,0.375,158.308,222853,3,like
0.523,0.633,2,-7.408,1,0.0324,0.335,1.31e-05,0.103,0.245,123.631,272133,4,like
0.379,0.41,9,-14.768,1,0.0408,0.833,0.555,0.0644,0.72,78.519,177333,4,like
0.507,0.795,9,-6.966,1,0.0607,0.597,0,0.296,0.9,165.54,183573,4,dislike
0.544,0.403,5,-10.548,1,0.428,0.68,0,0.584,0.565,145.101,303360,3,like
0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,293120,4,like
0.465,0.459,6,-8.137,0,0.0351,0.883,0.000173,0.0692,0.288,90.807,181440,4,like
0.25,0.144,7,-12.935,1,0.041,0.893,0,0.296,0.243,175.22,211733,3,like
0.297,0.613,9,-9.065,1,0.0931,0.0385,3.98e-05,0.0734,0.338,170.962,170107,4,like
0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827,4,like
0.211,0.0904,8,-27.385,1,0.0385,0.962,0.881,0.183,0.0652,82.279,103867,3,like
0.787,0.256,7,-11.895,1,0.371,0.912,0,0.164,0.851,121.014,187933,4,dislike
0.399,0.376,5,-8.795,1,0.045,0.743,0.000149,0.543,0.28,104.519,264067,4,like
0.548,0.661,0,-8.326,0,0.0413,0.307,0.0162,0.092,0.402,166.005,216240,4,like
0.775,0.455,0,-8.717,1,0.0385,0.713,0,0.0832,0.596,130.337,168240,4,like
0.789,0.57,0,-6.783,1,0.0549,0.265,0,0.0875,0.59,119.985,183947,4,like
0.74,0.63,11,-6.735,1,0.0338,0.446,0,0.08,0.464,95.014,209547,4,like
0.378,0.555,7,-6.086,1,0.0498,0.0504,0,0.199,0.524,91.966,249773,4,like
0.633,0.401,4,-12.549,1,0.0439,0.524,0,0.123,0.523,134.978,244360,4,like
0.47,0.543,10,-7.756,0,0.0372,0.741,0,0.133,0.513,125.792,146600,5,like
0.686,0.567,9,-10.993,1,0.0278,0.0749,1.23e-06,0.611,0.643,103.976,240080,4,like
0.261,0.274,8,-9.04,1,0.0291,0.786,0,0.108,0.249,91.285,276280,4,like
0.895,0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.973,186027,4,dislike
0.517,0.798,7,-5.322,0,0.0319,0.227,0,0.0951,0.645,86.907,238333,4,like
0.615,0.61,9,-10.615,1,0.0308,0.51,7.98e-05,0.251,0.857,90.081,240746,4,like
0.854,0.305,0,-10.723,1,0.149,0.508,0,0.0931,0.754,116.819,167787,4,like
0.576,0.108,5,-12.435,1,0.0675,0.823,0,0.135,0.6,89.201,168667,4,dislike
0.582,0.881,5,-3.373,1,0.045,0.0125,0,0.158,0.234,127.992,213750,4,like
0.424,0.471,8,-12.572,1,0.106,0.0404,0,0.0761,0.247,106.427,190000,3,dislike
0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.461,127.641,256027,4,dislike
0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,4,like
0.605,0.314,0,-7.631,1,0.0327,0.916,0,0.359,0.836,138.148,125867,4,like
0.332,0.527,2,-6.788,0,0.0452,0.714,0,0.249,0.367,77.312,182640,4,like
0.727,0.323,10,-14.334,1,0.0368,0.514,0.00556,0.0593,0.641,86.019,203733,4,dislike
0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.818,129.657,160907,4,dislike
0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427,4,like
0.769,0.405,6,-9.152,1,0.269,0.545,0.000887,0.0521,0.521,78.427,221213,4,like
0.781,0.489,6,-7.488,1,0.131,0.596,0,0.104,0.535,120.027,248159,4,like
0.609,0.737,1,-5.588,1,0.422,0.0717,0,0.0575,0.286,130.106,199827,4,dislike
0.666,0.721,9,-5.848,0,0.0407,0.217,0,0.0982,0.492,120.081,277547,4,like
0.596,0.8,11,-6.914,0,0.319,0.0226,0,0.303,0.5,79.934,305173,4,dislike
0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987,4,dislike
0.976,0.415,9,-10.169,0,0.135,0.938,0.922,0.0908,0.838,123.052,196147,4,like
0.588,0.909,1,-4.113,1,0.0704,0.00419,0.00129,0.243,0.743,159.019,209973,4,dislike
0.532,0.859,1,-4.106,1,0.142,0.0662,0,0.684,0.934,118.919,199796,4,dislike
0.691,0.414,2,-9.749,1,0.036,0.721,0.931,0.11,0.283,124.846,270080,4,like
0.696,0.708,10,-5.74,1,0.039,0.000796,0.000307,0.398,0.342,113.987,238093,4,like
0.658,0.591,2,-5.221,1,0.0647,0.435,8.15e-05,0.123,0.483,126.829,242861,4,dislike
0.537,0.314,4,-9.006,1,0.0311,0.283,0.865,0.176,0.22,107.614,226640,4,like
0.503,0.896,5,-6.567,0,0.204,0.0468,0,0.716,0.663,81.191,296512,4,dislike
0.586,0.213,0,-11.406,1,0.0284,0.853,0,0.177,0.285,82.921,221773,4,like
0.36,0.492,1,-10.325,1,0.0431,0.811,0,0.276,0.302,135.455,344867,4,like
0.892,0.962,0,-4.603,1,0.204,0.00338,0.399,0.103,0.231,126.97,213960,4,dislike
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4,like
0.327,0.28,2,-9.003,1,0.0408,0.952,3.31e-05,0.104,0.13,83.047,240600,4,like
0.696,0.491,3,-10.062,0,0.106,0.103,1.89e-06,0.131,0.408,122.095,226326,4,dislike
0.463,0.341,0,-9.352,0,0.0389,0.812,1.07e-06,0.228,0.622,127.135,188530,4,like
0.541,0.584,10,-6.405,0,0.0632,0.313,1.38e-06,0.0898,0.603,89.975,219067,4,dislike
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,like
0.585,0.738,2,-5.727,0,0.0271,0.461,2.51e-05,0.274,0.592,107.947,185373,4,like
0.659,0.364,11,-9.174,1,0.0317,0.559,0,0.129,0.231,129.776,262667,4,dislike
0.448,0.508,6,-6.153,1,0.0276,0.111,8.09e-05,0.113,0.236,83.241,238227,4,like
0.597,0.974,1,-4.905,1,0.0419,0.0107,0.294,0.0998,0.408,128.024,288750,4,dislike
0.757,0.398,10,-15.444,1,0.0289,0.243,0.0649,0.182,0.598,105.867,272333,4,like
0.542,0.599,9,-6.281,0,0.0276,0.201,0,0.0486,0.394,117.993,204653,4,dislike
0.365,0.371,7,-7.093,1,0.0672,0.063,1.83e-06,0.302,0.235,186.031,227102,3,like
0.668,0.514,6,-6.936,0,0.359,0.281,0,0.13,0.674,126.913,182520,5,dislike
0.646,0.916,9,-4.115,0,0.206,0.669,4.18e-05,0.0987,0.463,180.068,283423,3,dislike
0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4,like
0.519,0.495,6,-11.002,0,0.101,0.124,0.00626,0.183,0.262,95.078,242227,4,like
0.886,0.629,1,-4.404,0,0.306,0.051,7.66e-06,0.121,0.487,158.002,182491,4,dislike
0.401,0.416,0,-10.067,1,0.0417,0.804,0,0.0957,0.525,66.47,201484,3,like
0.44,0.147,2,-11.934,1,0.0515,0.983,6e-05,0.0914,0.316,87.517,142453,4,like
0.646,0.707,7,-7.388,1,0.0347,0.456,0,0.329,0.801,123.983,205386,4,dislike
0.743,0.771,5,-7.648,0,0.319,0.396,0.000828,0.445,0.775,171.935,229240,4,dislike
0.654,0.859,0,-4.321,1,0.166,0.336,0,0.0947,0.704,114.87,191000,4,like
0.34,0.973,1,-3.599,0,0.248,6.64e-05,0.813,0.319,0.165,114.078,233693,4,dislike
0.189,0.0343,9,-27.421,0,0.0414,0.99,0.926,0.0957,0.0416,100.968,362354,4,like
0.292,0.771,10,-3.726,0,0.0453,0.797,0.196,0.148,0.228,128.235,175667,4,like
0.573,0.387,4,-12.733,0,0.0388,0.514,1.17e-06,0.117,0.394,84.236,293107,3,like
0.685,0.803,2,-4.251,1,0.156,0.0601,0,0.546,0.799,107.005,205280,4,dislike
0.666,0.917,0,-5.791,1,0.0791,0.00225,2.5e-05,0.302,0.592,122.035,271209,4,like
0.213,0.177,0,-17.848,0,0.0292,0.975,0.869,0.079,0.384,89.316,220600,4,like
0.677,0.558,11,-7.622,0,0.252,0.0278,0,0.873,0.564,95.032,166800,4,dislike
0.836,0.552,7,-5.66,1,0.0851,0.0433,0,0.0773,0.525,97.036,218173,4,dislike
0.623,0.624,9,-5.864,1,0.0757,0.161,0.0149,0.278,0.554,87.02,181427,4,dislike
0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,212862,4,like
0.507,0.752,4,-4.812,0,0.0356,0.047,0,0.219,0.209,133.001,263827,4,like
0.583,0.747,4,-5.633,0,0.0834,0.293,0.00656,0.659,0.662,160.865,233893,4,like
0.919,0.73,1,-6.581,1,0.088,0.00194,8.51e-05,0.101,0.189,95.044,219880,4,dislike
0.679,0.464,6,-13.532,0,0.0395,0.472,1.61e-05,0.105,0.922,102.315,230960,3,like
0.502,0.535,2,-7.896,1,0.0243,0.704,5.09e-05,0.488,0.429,98.278,259733,4,like
0.504,0.515,9,-8.145,1,0.0355,0.00758,7.77e-06,0.111,0.512,87.883,195427,4,like
0.372,0.199,10,-10.064,0,0.037,0.84,0,0.132,0.247,79.689,230027,3,like
0.701,0.817,11,-6.668,0,0.0308,0.171,0.000168,0.114,0.957,128.001,147873,4,like
0.471,0.108,9,-22.826,1,0.0423,0.99,0.949,0.067,0.569,126.493,219027,4,like
0.369,0.762,10,-8.993,1,0.0464,0.22,2.8e-05,0.579,0.644,84.957,302107,4,like
0.669,0.559,0,-7.509,1,0.0651,0.555,0,0.184,0.452,104.999,158333,4,like
0.671,0.742,10,-4.768,0,0.368,0.451,4.38e-06,0.101,0.767,89.835,283787,4,dislike
0.6,0.0883,0,-26.769,1,0.0548,0.916,0.926,0.155,0.568,124.042,100867,4,like
0.499,0.235,4,-9.564,0,0.0396,0.862,0.000224,0.281,0.619,129.747,133467,4,like
0.685,0.566,8,-7.976,1,0.0729,0.712,0,0.138,0.606,134.712,189830,4,like
0.754,0.907,7,-1.737,1,0.164,0.14,0,0.305,0.604,144.964,216501,4,dislike
0.394,0.508,0,-7.917,1,0.0493,0.566,0,0.0348,0.52,151.104,163240,4,like
0.181,0.948,0,-3.106,1,0.0625,2.8e-06,0.771,0.875,0.456,100.759,174196,4,dislike
0.524,0.873,10,-5.911,1,0.0895,0.0193,0,0.392,0.617,150.009,228147,4,like
0.367,0.441,2,-9.222,1,0.0326,0.356,0.000117,0.261,0.456,112.962,278680,3,like
0.692,0.466,0,-10.741,1,0.0292,0.743,0.109,0.1,0.561,114.999,266200,4,like
0.158,0.953,7,-4.517,1,0.0833,3.68e-06,0.937,0.506,0.133,106.68,277236,4,dislike
0.448,0.991,8,-2.507,0,0.113,6.34e-05,0,0.354,0.242,130.032,254510,4,dislike
0.686,0.652,5,-4.512,0,0.0407,0.00969,1.46e-05,0.0776,0.596,128.006,225000,4,like
0.445,0.499,2,-7.965,1,0.0307,0.48,0,0.164,0.247,140.071,230893,4,like
0.727,0.932,8,-5.117,0,0.0452,0.0689,6.02e-06,0.153,0.896,92.016,184960,4,dislike
0.769,0.764,11,-3.522,0,0.175,0.194,0,0.136,0.592,89.991,201200,4,dislike
0.211,0.31,7,-14.518,1,0.0297,0.0592,0.94,0.106,0.475,71.777,209760,4,dislike
0.157,0.195,10,-18.487,1,0.0438,0.932,0.93,0.122,0.169,177.964,198531,4,like
0.772,0.242,0,-10.202,1,0.0584,0.365,0.693,0.0745,0.48,127.928,284533,4,like
0.567,0.423,8,-8.845,1,0.0409,0.00883,2.93e-06,0.0947,0.135,138.033,212903,4,dislike
0.841,0.729,6,-3.047,0,0.239,0.0384,0,0.276,0.444,132.073,195474,4,dislike
0.306,0.377,1,-8.09,1,0.0344,0.737,0,0.0365,0.245,85.714,353920,4,like
0.844,0.79,4,-5.695,1,0.0321,0.189,0.0205,0.0774,0.968,138.852,206027,4,like
0.666,0.948,10,-2.776,1,0.0638,0.137,0,0.192,0.523,100.996,211931,4,dislike
0.274,0.0591,5,-22.027,0,0.0484,0.984,0.665,0.156,0.0765,89.426,320293,4,like
0.524,0.634,7,-9.246,1,0.0296,0.464,1.02e-05,0.0827,0.549,156.197,203253,4,dislike
0.444,0.995,7,-2.097,1,0.171,3.11e-05,2.03e-06,0.19,0.285,79.999,202307,5,dislike
0.728,0.741,11,-8.003,0,0.0681,0.0195,0,0.341,0.286,130.098,193846,4,dislike
0.664,0.841,5,-6.939,0,0.162,0.0993,0,0.122,0.881,119.978,215560,4,dislike
0.663,0.856,0,-4.083,1,0.0418,0.246,9.84e-05,0.218,0.517,170.042,184947,4,dislike
0.425,0.556,6,-8.81,1,0.0394,0.278,0,0.17,0.501,207.773,304840,4,like
0.574,0.899,8,-3.741,1,0.0311,0.228,3.7e-06,0.135,0.96,171.847,178707,4,dislike
0.496,0.544,9,-10.322,1,0.0392,0.632,0,0.123,0.432,134.916,233213,3,like
0.417,0.0829,3,-18.641,1,0.0399,0.992,0,0.211,0.614,145.994,93240,4,like
0.764,0.262,1,-17.074,0,0.446,0.455,0.0249,0.104,0.29,80.047,224000,4,dislike
0.472,0.473,2,-8.533,1,0.0304,0.308,0,0.147,0.229,80.002,234960,3,like
0.5,0.624,7,-6.484,1,0.0358,0.0209,0,0.504,0.235,139.93,224387,4,like
0.606,0.417,0,-7.985,1,0.0296,0.324,3.53e-05,0.149,0.437,115.354,221693,4,like
0.856,0.854,6,-3.98,1,0.103,0.0284,0,0.045,0.846,117.947,174785,4,dislike
0.558,0.653,5,-8.312,0,0.0428,0.273,0.007,0.108,0.403,166,213493,4,like
0.438,0.464,1,-7.831,1,0.0304,0.284,0.0035,0.221,0.321,119.601,236493,4,like
0.701,0.968,1,-0.913,1,0.078,0.103,0,0.832,0.913,100.009,219533,4,dislike
0.976,0.771,5,-8.563,1,0.221,0.084,4.94e-05,0.126,0.562,126.109,154747,4,dislike
0.514,0.521,8,-14.835,0,0.0444,0.713,0.816,0.112,0.143,119.879,100125,4,like
0.35,0.0652,3,-22.807,1,0.0431,0.977,0.252,0.219,0.144,144.171,261107,1,like
0.183,0.0156,6,-22.938,0,0.0484,0.981,0.225,0.0676,0.04,85.13,482333,3,like
0.96,0.32,7,-9.713,1,0.0906,0.95,0.878,0.15,0.695,124.968,189200,4,like
0.189,0.15,10,-15.457,1,0.0424,0.97,0.00261,0.12,0.103,64.572,304467,4,like
0.706,0.947,1,-4.654,1,0.182,0.0176,0.598,0.0529,0.298,99.976,202933,4,dislike
0.573,0.551,9,-9.088,1,0.0259,0.27,0.000194,0.0854,0.427,88.485,207067,4,like
0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,195107,4,dislike
0.788,0.918,1,-2.756,1,0.102,0.129,0.000471,0.0513,0.736,124.981,263813,4,dislike
0.567,0.94,3,-5.161,1,0.049,0.515,3.51e-05,0.441,0.967,84.188,178013,4,dislike
0.237,0.158,6,-14.205,1,0.0337,0.953,0.000223,0.692,0.0439,100.122,203893,3,like
0.366,0.139,7,-19.978,1,0.039,0.885,0.913,0.0725,0.31,139.478,352000,4,like
0.733,0.543,1,-10.002,1,0.0445,0.00213,0.000169,0.0703,0.118,106.019,293543,4,dislike
0.892,0.962,0,-4.603,1,0.204,0.00338,0.399,0.103,0.231,126.97,213960,4,dislike
0.407,0.868,2,-4.057,0,0.199,0.12,0,0.25,0.566,146.687,213213,4,dislike
0.651,0.744,2,-6.941,1,0.0311,0.467,2.67e-05,0.309,0.863,115.979,200253,4,dislike
0.83,0.768,11,-5.564,0,0.264,0.0117,0.00017,0.0743,0.631,125.972,204879,4,dislike
0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,216575,4,dislike
0.606,0.71,1,-6.058,1,0.0528,0.381,0,0.103,0.495,107.85,273455,4,like
0.217,0.305,1,-9.495,1,0.0321,0.885,0.00271,0.201,0.12,82.848,292400,4,like
0.441,0.752,11,-6.976,0,0.57,0.241,0,0.408,0.409,163.987,226829,4,dislike
0.511,0.777,11,-9.538,0,0.038,0.0102,0.0155,0.215,0.237,140,174893,4,like
0.542,0.727,1,-5.268,0,0.0849,0.135,0,0.328,0.548,150.098,231360,4,dislike
0.516,0.914,5,-1.887,1,0.0359,0.00505,3.79e-05,0.145,0.235,128.013,217501,4,like
0.506,0.919,5,-3.952,1,0.0366,0.116,0,0.349,0.793,164.108,186320,4,dislike
0.576,0.827,2,-6.236,1,0.312,0.00204,0.00101,0.145,0.403,153.167,193125,5,dislike
0.76,0.777,1,-8.144,1,0.0369,0.165,0.00716,0.19,0.72,123.033,221773,4,like
0.255,0.361,0,-8.578,0,0.0463,0.952,0.00967,0.119,0.157,123.67,206027,3,like
0.778,0.879,8,-7.068,1,0.312,0.123,0,0.201,0.741,152.047,189531,4,dislike
0.851,0.609,4,-6.315,1,0.409,0.0163,0,0.0724,0.611,128.032,226547,4,dislike
0.55,0.333,0,-14.012,1,0.0409,0.481,0.00448,0.235,0.178,127.93,343493,4,like
0.524,0.598,7,-8.915,1,0.0285,0.703,0,0.144,0.735,109.602,201360,4,dislike
0.685,0.893,1,-3.586,1,0.0646,0.000961,0.000379,0.324,0.438,131.006,250053,4,like
0.696,0.708,1,-6.953,1,0.337,0.0371,0.00431,0.331,0.524,96.87,237707,4,dislike
0.577,0.845,2,-3.003,1,0.0521,0.0781,0,0.114,0.458,137.992,184320,4,dislike
0.605,0.92,4,-2.298,0,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787,4,dislike
0.0826,0.183,2,-18.629,0,0.0474,0.877,0.844,0.0777,0.0384,175.432,205440,4,like
0.422,0.165,5,-20.931,1,0.0385,0.805,0.00613,0.271,0.643,144.367,187933,3,like
0.701,0.885,2,-6.81,1,0.0614,0.132,0.000197,0.0657,0.741,121.54,253733,4,dislike
0.449,0.799,9,-3.467,1,0.0694,0.118,6.26e-05,0.238,0.206,136.304,188000,4,like
0.566,0.739,9,-7.022,0,0.0333,0.105,0,0.248,0.664,152.076,162040,4,like
0.578,0.825,1,-6.107,1,0.322,0.000986,0,0.176,0.283,130.089,188013,4,dislike
0.703,0.911,5,-6.015,1,0.0275,0.267,0.056,0.17,0.949,127.974,220280,4,like
0.513,0.662,11,-12.787,1,0.0435,0.813,0.18,0.288,0.734,101.275,230520,4,like
0.64,0.352,11,-7.555,0,0.0273,0.842,1.74e-06,0.246,0.588,107.769,254491,4,like
0.556,0.225,7,-11.334,1,0.0358,0.8,2.47e-06,0.106,0.475,156.011,210880,3,like
0.466,0.453,7,-10.334,1,0.0256,0.44,0.00362,0.166,0.266,154.69,212907,3,like
0.653,0.676,5,-6.318,1,0.031,0.0273,0.0215,0.128,0.613,125.027,237813,4,like
0.684,0.896,9,-4.239,1,0.144,0.0366,5.76e-06,0.292,0.444,129.942,211800,4,dislike
0.745,0.839,2,-5.405,1,0.0532,0.271,1.89e-05,0.0985,0.807,104.023,185067,4,like
0.303,0.0714,8,-26.545,1,0.044,0.939,0.535,0.0994,0.312,85.24,212573,4,like
0.704,0.716,0,-7.199,1,0.105,0.689,0,0.45,0.629,95.038,311279,4,dislike
0.827,0.419,10,-10.329,0,0.112,0.413,0,0.115,0.227,119.974,187250,4,dislike
0.554,0.331,2,-13.008,0,0.0466,0.971,0.223,0.107,0.446,184.098,218627,4,like
0.518,0.411,2,-9.385,1,0.0286,0.724,0.0661,0.159,0.484,143.913,395013,4,like
0.657,0.83,8,-5.174,1,0.0248,0.0318,3.91e-05,0.122,0.653,118.026,215747,4,like
